1001,28895,11529,48887,34195,2189
1003,44877,12038,70667,36716,3164.2
1005,27984,11988,48288,35542,2162.1
1007,28132,11751,47555,34732,2129.3
1009,42002,15170,68822,43368,3081.6
1011,30269,12061,51635,35680,2312
1013,22548,10467,39547,31268,1770.7
1015,51276,16788,83011,47776,3716.9
1017,45107,14797,73557,42917,3293.6
1019,52826,17633,85730,49657,3838.6
1021,30958,12171,52217,35998,2338.1
1023,21164,10046,37193,30036,1665.4
1025,21120,9879.1,37017,29662,1657.5
1027,38230,14402,63562,41785,2846.1
1029,49847,16626,80865,47217,3620.8
1031,27559,11028,47190,32692,2113
1033,40963,16532,71500,49071,3201.5
1035,24535,10482,42554,31470,1905.4
1037,34510,13127,57621,38584,2580
1039,24029,10435,41730,31135,1868.5
1041,26130,10966,45027,32625,2016.1
1043,40177,14867,66104,42606,2959.9
1045,31340,10908,55815,33886,2499.2
1047,26101,11223,44889,33438,2009.9
1049,47637,18559,82087,53748,3675.5
1051,34498,12641,57620,37342,2580
1053,23703,9841,40740,29611,1824.2
1055,50518,16598,81721,47252,3659.2
1057,34166,13093,56651,38206,2536.6
1059,33727,13540,56772,39288,2542
1061,24961,9953.5,45936,31279,2056.8
1063,23472,10973,40889,32639,1830.9
1065,24111,11074,41828,32965,1872.9
1067,26410,10650,48458,33164,2169.7
1069,27303,10393,49696,32566,2225.2
1071,45777,18618,79823,54186,3574.2
1073,53402,15743,82897,45667,3711.8
1075,28908,12553,49465,36849,2214.9
1077,39282,16472,68982,48935,3088.8
1079,35750,14035,59772,40464,2676.4
1081,40044,13794,66080,40414,2958.8
1083,47160,17530,80503,51503,3604.6
1085,33499,11912,56000,35349,2507.5
1087,30527,12480,52072,36774,2331.6
1089,54954,19011,92296,55365,4132.7
1091,20976,10331,37052,30911,1659
1093,31735,13240,53829,38572,2410.3
1095,41539,15747,68847,44963,3082.7
1097,40172,10399,62384,31617,2793.3
1099,23438,10243,40690,30776,1821.9
1101,33573,12175,55945,36095,2505
1103,59893,16970,94961,48212,4252
1105,25651,11211,44230,33376,1980.5
1107,26709,11725,45863,34611,2053.6
1109,26930,11344,46346,33679,2075.2
1111,41422,15266,68379,43923,3061.7
1113,43707,14117,72056,41565,3226.4
1115,45399,15477,73785,44641,3303.8
1117,58836,15655,90515,45476,4052.9
1119,21810,10632,38410,31692,1719.9
1121,40713,14667,67275,42592,3012.3
1123,35508,13373,59729,39194,2674.5
1125,55068,16012,86455,46320,3871.1
1127,62655,16309,95582,46782,4279.8
1129,21001,9615.3,36691,28881,1642.9
1131,22339,10494,39096,31392,1750.6
1133,32034,13440,54126,39044,2423.6
4001,8489.6,15937,31075,25866,1391.4
4003,8649,12201,23598,19020,1056.6
4005,8502.2,14992,29748,24179,1332
4007,26146,18727,57609,27901,2579.5
4009,8371,12155,23160,18996,1037
4011,8367,12359,23492,19432,1051.9
4012,5575.7,7637.3,25868,30174,1158.2
4013,44635,21438,78168,28783,3500
4015,11298,9885.6,24664,15268,1104.4
4017,8197.4,15350,29846,24763,1336.4
4019,20199,14492,40861,21026,1829.6
4021,31873,16917,58837,23267,2634.5
4023,11703,12284,27970,18900,1252.4
4025,9587.9,14762,30614,23433,1370.8
4027,4447.3,6790.5,22435,27028,1004.6
5001,28768,14603,53228,43686,2383.3
5003,23984,13085,45356,39718,2030.9
5005,26448,15622,55200,48326,2471.6
5007,29237,14919,58243,45634,2607.9
