46803,13968,76170,41293,3410.6
1.0736e+05,24570,1.6545e+05,75553,7408.3
37729,13721,63944,40428,2863.2
42287,13851,68565,40627,3070.1
71892,20349,1.1375e+05,56213,5093.2
44673,14326,74171,42055,3321.1
30617,12001,52420,35629,2347.2
87230,22192,1.3696e+05,61806,6132.5
75101,18729,1.1945e+05,54126,5348.5
80329,22312,1.2765e+05,61247,5715.5
49553,14910,80320,43894,3596.4
28469,11401,48894,34029,2189.3
30253,11720,51485,35265,2305.3
57746,17467,93863,50174,4202.8
79034,21058,1.258e+05,58904,5632.9
44294,13747,73606,39926,3295.8
69694,20569,1.1549e+05,60384,5171.3
37537,12850,63114,38471,2826
53535,16071,86745,47030,3884.1
35453,12691,59882,37452,2681.3
39314,13107,65953,38527,2953.1
68198,19816,1.0822e+05,54956,4845.6
55805,14232,94717,43074,4241.1
38140,13305,63527,39596,2844.5
74046,23686,1.2307e+05,66429,5510.8
56947,15720,91794,46190,4110.2
38593,12361,63715,37144,2852.9
90544,22097,1.4202e+05,61670,6359
52224,15819,82828,45540,3708.7
52459,16319,85634,46858,3834.4
39387,12196,69080,37431,3093.1
31144,12214,52846,36297,2366.2
31931,12402,53894,36859,2413.2
36324,12224,64569,37587,2891.1
45558,12880,78363,39735,3508.8
68649,23609,1.1578e+05,66814,5184.3
1.2302e+05,25560,1.8042e+05,73312,8078.3
39869,14333,66607,41821,2982.4
63936,20080,1.069e+05,59141,4786.6
53998,17072,87303,48285,3909.1
68164,17274,1.0844e+05,50584,4855.7
85076,23163,1.3794e+05,66267,6176.3
56912,15416,92362,45314,4135.6
41856,14378,69878,42213,3128.9
1.0635e+05,27464,1.6991e+05,77761,7608
26791,11421,46150,34267,2066.4
46558,15602,76461,45356,3423.6
65566,19787,1.0501e+05,55241,4702.1
99038,20506,1.5035e+05,63268,6732
35332,12510,59575,37577,2667.6
62473,15994,99908,47373,4473.5
1.1812e+05,25020,1.812e+05,69096,8113.6
36799,12988,61615,38628,2758.9
36604,13474,61270,39525,2743.4
39020,13316,65193,39078,2919.1
55247,17800,90161,50733,4037
79675,18661,1.2699e+05,54702,5686
79083,20634,1.2427e+05,58590,5564.2
1.407e+05,25700,2.0694e+05,73583,9265.9
27659,11775,47861,35020,2143
67103,18881,1.0692e+05,54129,4787.6
53254,16096,86919,46974,3891.9
1.0172e+05,24279,1.5315e+05,68796,6857.3
1.2204e+05,24997,1.7956e+05,69640,8039.9
30805,11446,52181,34363,2336.5
30453,11930,52018,35812,2329.2
44300,15639,72724,44939,3256.3
10186,16840,34665,27218,1552.2
12581,13696,30521,20872,1366.6
11675,17040,36598,27109,1638.7
53716,26832,1.0284e+05,36429,4604.8
10821,13211,27502,20282,1231.4
11099,13296,28329,20599,1268.5
12937,14279,49519,54389,2217.3
1.3758e+05,49719,2.2461e+05,61259,10057
20453,13678,40521,19970,1814.4
9789.2,16232,33150,26023,1484.3
44524,23496,81421,31246,3645.7
78638,30612,1.3145e+05,37003,5886
24977,16009,50630,23377,2267
15487,17137,41350,26447,1851.5
10191,12874,42530,49377,1904.3
39234,16475,69465,48641,3110.4
32760,14482,58999,43603,2641.7
35737,16637,69709,51237,3121.3
51030,17760,91724,52567,4107
33636,16345,66285,50223,2968
26750,13720,49731,41391,2226.8
36277,14639,64021,43993,2866.6
31688,15950,63148,48627,2827.5
29807,11415,50291,33397,2251.9
37775,15126,66404,44945,2973.3
47712,17844,82532,51753,3695.4
35401,15284,63348,45120,2836.5
27099,14019,50685,42137,2269.5
27634,18516,62601,23850,2803
42668,15912,73261,46095,3280.3
53624,18424,90285,53503,4042.6
33466,15887,65512,48482,2933.4
1.4431e+05,26043,2.2013e+05,75266,9856.6
46323,17408,79610,51062,3564.6
31457,14414,57237,43201,2562.9
32327,15014,58924,45129,2638.4
32928,14769,59393,44309,2659.4
51137,16805,86076,49272,3854.2
35196,16295,68324,49516,3059.3
35591,15401,63507,45235,2843.6
66628,18096,1.0879e+05,52956,4871
35571,15047,63294,44884,2834.1
48882,17588,84070,51203,3764.3
28957,18378,64220,23278,2875.5
58801,16992,97517,50020,4366.4
32292,14032,57582,41260,2578.3
37194,15963,65965,46989,2953.6
35037,15250,62551,44890,2800.8
39664,16366,70314,48260,3148.4
38052,15867,67263,47052,3011.8
38457,15436,67397,44483,3017.8
35930,18853,74670,23984,3343.4
38500,16230,68008,47550,3045.1
42648,16998,74374,50252,3330.2
38739,15634,68476,46200,3066.1
28931,17908,63546,22674,2845.3
36493,15072,64433,43714,2885.1
38985,15872,68314,47009,3058.8
30086,15854,60832,48424,2723.8
37961,16909,73195,51679,3277.4
31236,18332,67145,23463,3006.5
49664,17915,84858,52676,3799.6
31703,15554,58113,46440,2602.1
29325,14076,53922,41766,2414.4
30283,13869,54812,41436,2454.3
31001,16199,62620,49646,2803.9
28503,13716,52098,41368,2332.8
42109,15658,72833,45829,3261.2
36183,15950,64731,47726,2898.4
30618,14063,55437,41682,2482.3
50341,18091,86040,52784,3852.5
26706,13426,49377,40016,2210.9
39458,15844,68936,45928,3086.7
39660,16178,69929,47991,3131.1
94675,21472,1.4975e+05,62640,6705.2
39677,16340,69528,47801,3113.2
44032,17276,76310,50909,3416.9
1.0159e+05,22107,1.615e+05,64413,7231.3
40694,15385,70916,44859,3175.4
35801,15078,63565,44236,2846.2
44820,15114,75488,44004,3380.1
27633,17668,61326,22291,2745.9
38529,15994,67819,46856,3036.7
33083,14952,59660,44087,2671.3
33694,14517,59625,43496,2669.8
36815,15474,64994,45371,2910.2
52536,18311,94776,53920,4243.7
40625,16395,71132,48362,3185
31578,15465,57873,45886,2591.3
