1001,6.2481,0.46824,1.1145,2.5261,0.40075,0.9861,0.75244
1003,7.1712,0.48194,1.4479,3.2533,0.63891,0.80853,0.54064
1005,5.5846,0.43554,0.97682,2.3655,0.27328,0.71296,0.82053
1007,5.7315,0.50779,1.1079,2.2866,0.43872,0.81387,0.57666
1009,8.2958,1.3231,1.0844,2.1787,0.34447,0.6329,2.7322
1011,7.2159,0.55032,1.5651,2.6524,0.33132,0.96259,1.1541
1013,5.8968,0.59302,0.98543,1.9256,0.30231,0.8874,1.203
1015,7.0745,0.80213,1.098,2.513,0.37537,0.80012,1.4858
1017,5.9044,0.45246,0.9762,2.5481,0.39573,0.84469,0.68722
1019,7.6791,1.1337,1.1038,2.13,0.32786,0.63775,2.3459
1021,6.0824,0.4439,1.133,2.5525,0.45682,0.88285,0.61337
1023,4.6509,0.37972,0.95471,1.7627,0.25065,0.7648,0.53832
1025,4.9952,0.32217,1.145,1.8148,0.27065,0.92661,0.5159
1027,5.8981,0.52986,1.0581,2.3323,0.3516,0.73446,0.89174
1029,6.2265,0.65779,1.0501,2.2966,0.34088,0.69064,1.1905
1031,7.4082,0.88164,0.97155,2.4358,0.29943,0.84336,1.9765
1033,6.571,0.73991,1.0879,2.3626,0.3205,0.7091,1.3509
1035,5.8609,0.30087,1.7552,1.9207,0.38308,0.91093,0.59012
1037,5.6769,0.41617,1.0273,2.3675,0.34652,0.88799,0.63149
1039,4.5477,0.3969,0.95468,1.6533,0.2151,0.54718,0.78053
1041,7.0984,0.70433,1.5381,2.1316,0.28212,0.85214,1.5901
1043,8.3152,1.3307,1.0933,2.1839,0.3468,0.63988,2.7206
1045,6.9992,0.72175,0.94516,2.707,0.32763,0.77187,1.5259
1047,5.1695,0.35919,1.0072,2.0874,0.27386,0.91117,0.53056
1049,7.5875,1.1484,1.2081,2.0054,0.29974,0.60036,2.3254
1051,6.4596,0.45588,1.0426,2.8612,0.4405,0.96477,0.69473
1053,5.6646,0.27163,1.6887,1.9217,0.38911,0.8728,0.52068
1055,6.8479,0.81465,1.0914,2.3815,0.36176,0.67643,1.5222
1057,6.1735,0.67515,1.0403,2.1765,0.42825,0.91854,0.93476
1059,6.7306,0.79246,1.1035,2.2685,0.3089,0.7691,1.4881
1061,6.3901,0.71674,0.90392,2.2016,0.26463,0.71347,1.5898
1063,4.8482,0.40033,0.95481,1.7389,0.25497,0.893,0.60621
1065,4.868,0.36824,0.96834,1.8097,0.26251,0.92565,0.53355
1067,6.2278,0.56204,0.91667,2.5721,0.28649,0.74579,1.1447
1069,6.0532,0.52154,0.88113,2.676,0.31604,0.64806,1.0104
1071,7.5567,1.1455,1.2005,2.001,0.2991,0.58202,2.3286
1073,8.7848,0.93157,1.38,3.5936,0.72154,1.0597,1.0983
