273.27,5669,23713,22268,2155.8
86.427,6181.5,34683,24080,3153
345.4,5669.9,23143,23066,2103.9
260.17,5888.8,23036,22640,2094.2
330.08,7405.2,33807,28495,3073.4
329.46,5680.2,24410,23068,2219.1
267.75,5084.4,18961,20298,1723.7
392.31,8003.9,40613,31371,3692.1
393.66,7044.3,35901,28060,3263.7
449.73,8361.4,41662,32544,3787.5
280.6,6004.1,25444,23500,2313
183.76,5110.4,17874,19521,1624.9
193.91,4951.6,17803,19278,1618.5
356.26,6900.3,31000,27359,2818.2
411.68,7873.7,39397,30963,3581.6
298.82,5213.1,22624,21204,2056.7
490.56,8214.7,35020,32228,3183.6
244.73,5135.5,20452,20438,1859.3
311.66,6386.5,28103,25230,2554.8
272.12,5013.5,20090,20224,1826.4
284.9,5241.7,21284,21099,1934.9
320.28,7324.6,32454,27978,2950.3
157.6,5322.2,26643,21885,2422.1
246.72,5564.5,21734,21759,1975.9
778.61,8437.1,40001,35274,3636.4
318.72,6112.3,28063,24353,2551.2
227,4842.2,19671,19255,1788.3
386.27,7944,40128,31055,3648
234.45,6659.5,27563,25007,2505.7
238.49,7072.4,27578,25696,2507.1
156.98,4903.9,21942,20224,1994.7
214.8,5634.2,19667,21249,1787.9
230.05,5623.7,20236,21474,1839.6
170.34,5192.3,23284,21466,2116.7
172.73,5086.8,24101,21135,2191
797.93,8614.2,39076,35619,3552.3
293.73,7684.3,40683,30067,3698.4
213.06,6530.6,23999,24101,2181.7
498.99,8183.5,33757,32139,3068.8
280.93,7251.4,29260,26527,2660
373.19,6563.7,32161,26354,2923.8
608.07,8411.6,39594,33886,3599.4
277.13,5794.7,27226,23011,2475.1
340.13,5929.7,25121,23934,2283.7
694.24,8868,45480,36471,4134.6
212.41,5225.4,17844,20109,1622.2
225.91,6854.1,26086,25213,2371.5
377.18,7696.5,33764,29535,3069.5
80.936,5441.4,30527,20704,2775.2
211.66,5069.4,19528,19981,1775.3
303.01,5858.5,27165,23495,2469.5
321.79,8411.2,46803,31716,4254.8
243.46,5615.3,21437,21735,1948.8
207.63,6056.4,22156,22571,2014.2
311.85,5375,21983,21800,1998.5
411,7243.1,33315,28767,3028.7
376.7,6643.5,35033,27072,3184.8
342.94,7484.5,36169,29317,3288.1
295.76,7597,44424,29926,4038.5
204.24,5492.3,18511,20626,1682.8
342.45,7076.8,32873,27892,2988.5
349.64,6400.8,29104,25599,2645.8
248.78,7851.4,42335,30499,3848.7
267.86,8028.9,46952,30844,4268.4
180.28,4860.3,17659,18780,1605.3
234.31,5214.3,18908,20433,1718.9
267.25,6862.3,26447,25586,2404.2
486.81,9185.8,15182,17049,1380.2
225.72,7164.6,11547,12586,1049.8
803.03,8467.8,14552,15983,1322.9
402.54,10100,28344,18452,2576.7
395.3,7161.4,11314,12502,1028.5
338.24,7354.3,11468,12778,1042.5
470.43,3738.7,12699,19685,1154.4
459.61,10862,38541,19050,3503.7
5462.3,4910.7,12105,9928.6,1100.5
532.76,8842.2,14584,16333,1325.8
264.97,7877.1,20107,13938,1827.9
331.44,8986.9,28984,15404,2634.9
216.1,7067.9,13715,12518,1246.8
919.51,8264.2,15001,15493,1363.8
309.77,3371.4,11015,17697,1001.4
180.1,8606.4,25413,28557,2310.3
176.15,7612.7,21551,25903,1959.2
183.08,10308,26612,31736,2419.3
122.84,10421,28369,29960,2579
156.22,10316,25868,30935,2351.7
155.55,7708.8,20225,25553,1838.7
140.36,7930.5,22324,25802,2029.5
140.34,10165,25020,30003,2274.6
87.271,5922.2,16994,18966,1544.9
98.344,8353.8,23145,25931,2104.1
227.29,9392.5,28631,29786,2602.8
129.12,9029.8,23401,27046,2127.3
147.6,7965.1,20710,25932,1882.7
108.69,11574,25007,14727,2273.4
108.06,8996.8,24965,26672,2269.5
185.63,9701.5,29430,30250,2675.5
124.62,9832.4,24744,29642,2249.5
228.57,10169,47546,33927,4322.4
182.76,9173.3,27985,29722,2544.1
129.2,8109.5,21561,25836,1960
197.85,8015,22840,27450,2076.4
175.46,7868.1,21898,26480,1990.7
120.53,8984.4,26328,27310,2393.5
131,9884.9,25627,30168,2329.7
135,9514.4,23996,27313,2181.5
105.64,9145.5,31109,27920,2828.1
131.08,8347.6,22591,26451,2053.7
226.74,9342.3,28326,29312,2575.1
90.934,11557,25089,14263,2280.8
109.79,8753.5,27903,27004,2536.6
77.861,8186,21071,24603,1915.6
144.09,9293.9,24611,28160,2237.4
130.81,9263,23390,27003,2126.4
153.37,9332,25838,28768,2349
155.18,8450.6,23466,27452,2133.3
