481.68,7181,24280,28865,2207.3
481.68,7181,24280,28865,2207.3
481.68,7181,24280,28865,2207.3
481.68,7181,24280,28865,2207.3
481.66,7199.1,24585,28926,2235
220.96,5340.9,17214,20386,1564.9
220.96,5340.9,17214,20386,1564.9
858.11,7529.8,27627,31457,2511.6
858.11,7529.8,27627,31457,2511.6
858.11,7529.8,27627,31457,2511.6
858.11,7529.8,27627,31457,2511.6
858.11,7529.8,27627,31457,2511.6
858.11,7529.8,27627,31457,2511.6
285.78,6043.2,21412,22986,1946.6
285.78,6039.2,21322,22969,1938.3
285.81,6049.6,21442,23011,1949.3
285.81,6049.6,21442,23011,1949.3
87.644,3838.4,12402,13736,1127.4
87.644,3838.4,12402,13736,1127.4
87.644,3838.4,12402,13736,1127.4
87.631,3845.6,12585,13763,1144.1
87.65,3825.4,12085,13683,1098.6
315.35,5960.6,21323,23237,1938.5
315.35,5960.6,21323,23237,1938.5
315.35,5960.6,21323,23237,1938.5
315.35,5960.6,21323,23237,1938.5
315.24,5930.4,20717,23123,1883.3
264.75,6087.6,21706,23138,1973.3
264.75,6087.6,21706,23138,1973.3
264.75,6087.6,21706,23138,1973.3
698.82,8742.7,14246,16459,1295.1
698.82,8742.7,14246,16459,1295.1
698.82,8742.7,14246,16459,1295.1
688.25,7596.4,21086,13176,1916.9
688.25,7596.4,21086,13176,1916.9
611.71,9225.3,15866,17264,1442.4
117.7,9724.2,22603,28329,2054.9
149.2,8625.7,20166,26567,1833.3
149.2,8625.7,20166,26567,1833.3
141.3,8064.5,19123,25809,1738.5
141.3,8064.5,19123,25809,1738.5
208.71,8725.2,21992,27362,1999.3
1216.2,5024.1,22431,28028,2039.1
1216.2,5024.1,22431,28028,2039.1
434.1,18492,1.0263e+05,97562,9329.9
434.1,18492,1.0263e+05,97562,9329.9
434.1,18492,1.0263e+05,97562,9329.9
434.1,18492,1.0263e+05,97562,9329.9
434.1,18492,1.0263e+05,97562,9329.9
384.71,10198,15236,16535,1385.1
147.21,10018,16034,14564,1457.6
175.87,9966.8,16667,15006,1515.2
175.87,9964.6,16657,15004,1514.3
318.61,10592,15913,16877,1446.6
2693,2946.3,20029,13756,1820.8
5321.6,3198.9,22776,14897,2070.5
9219.8,7364.8,71110,37959,6464.5
2111.2,10030,97184,45863,8834.9
1981.9,9794.9,88037,45062,8003.4
1981.9,9794.9,88037,45062,8003.4
1981.9,9794.9,88037,45062,8003.4
1981.9,9794.9,88037,45062,8003.4
1377.3,8909.2,50391,45126,4581
1055.5,7904.8,50063,35460,4551.1
931.85,4340.9,22498,19218,2045.2
931.85,4315.8,22069,19120,2006.2
932.84,4286.5,21821,18978,1983.7
932.84,4286.5,21821,18978,1983.7
533.17,3896.8,15581,16809,1416.5
121.1,4256.5,18590,17185,1690
121.1,4256.5,18590,17185,1690
928.86,3633.8,19351,16273,1759.2
928.86,3633.8,19351,16273,1759.2
850.67,3244.1,20108,14659,1828
907.74,3615.5,21519,16183,1956.3
907.74,3615.5,21519,16183,1956.3
2625.5,3910.2,22888,17595,2080.7
2625.5,3910.2,22888,17595,2080.7
831.29,4165.4,22505,18516,2045.9
831.29,4165.4,22505,18516,2045.9
529,4731.5,18301,20260,1663.7
529,4731.5,18301,20260,1663.7
529,4731.5,18301,20260,1663.7
472.34,7047.6,29009,28445,2637.2
472.34,7047.6,29009,28445,2637.2
472.34,7018.5,28293,28329,2572.1
472.34,7018.5,28293,28329,2572.1
377.29,5906.6,23519,24944,2138.1
377.29,5906.6,23519,24944,2138.1
377.29,5906.6,23519,24944,2138.1
377.29,5906.6,23519,24944,2138.1
458.49,6730.1,28587,27495,2598.9
458.49,6730.1,28587,27495,2598.9
432.39,6917.7,31705,28311,2882.3
432.39,6917.7,31705,28311,2882.3
432.39,6917.7,31705,28311,2882.3
433.24,6772.4,30433,27706,2766.7
433.24,6772.4,30433,27706,2766.7
498.94,7083.4,30148,28595,2740.7
498.94,7083.4,30148,28595,2740.7
498.94,7083.4,30148,28595,2740.7
498.94,7022.4,28672,28358,2606.5
454.34,6733.6,27726,27546,2520.6
428.27,6737.8,27799,27581,2527.2
428.27,6737.8,27799,27581,2527.2
393.03,6054.5,23851,25528,2168.3
393.03,6054.5,23851,25528,2168.3
377.91,6001.3,23633,25300,2148.5
392.22,6057.8,23886,25535,2171.5
358.69,6127.6,24154,25973,2195.8
358.69,6127.6,24154,25973,2195.8
358.69,6119,23986,25938,2180.5
358.69,6119,23986,25938,2180.5
284.33,11009,32179,34623,2925.3
284.33,11009,32179,34623,2925.3
339.67,9869.4,32284,32010,2934.9
339.67,9869.4,32284,32010,2934.9
339.67,9869.4,32284,32010,2934.9
339.67,10071,34603,32320,3145.7
339.67,10071,34603,32320,3145.7
302.9,8917.4,25298,27949,2299.8
302.95,8915.1,25265,27947,2296.8
241.86,11611,32904,34615,2991.3
303.77,8502.9,24293,28387,2208.5
303.77,8502.9,24293,28387,2208.5
303.77,8501.5,24292,28381,2208.4
303.77,8501.5,24292,28381,2208.4
303.77,8505,24315,28389,2210.5
303.77,8505,24315,28389,2210.5
306.22,10911,31591,34901,2871.9
306.22,10911,31591,34901,2871.9
256.59,11429,33883,34175,3080.3
256.64,11552,34881,34386,3171
226.3,10012,25021,28663,2274.7
226.3,10012,25021,28663,2274.7
226.3,10012,25024,28663,2274.9
256.14,11423,33488,34227,3044.4
256.14,11423,33488,34227,3044.4
256.14,11423,33488,34227,3044.4
256.14,11423,33488,34227,3044.4
367.05,9627.4,36441,31863,3312.8
367.05,9627.4,36441,31863,3312.8
367.05,9627.4,36441,31863,3312.8
367.05,9627.4,36441,31863,3312.8
365.48,9774.8,39998,31917,3636.2
1299.2,10306,37640,38081,3421.8
1299.2,10306,37640,38081,3421.8
1299.2,10306,37640,38081,3421.8
1299.8,10299,37469,38057,3406.3
368.32,8806.9,26499,29225,2409
368.32,8806.9,26499,29225,2409
368.32,8806.9,26499,29225,2409
368.32,8806.9,26499,29225,2409
482.51,10670,36815,35255,3346.8
482.41,10665,36747,35230,3340.6
1176.5,10373,35538,38278,3230.7
1176.5,10373,35538,38278,3230.7
1176.5,10373,35538,38278,3230.7
1176.6,10373,35526,38276,3229.6
1176.6,10373,35526,38276,3229.6
1176.6,10373,35526,38276,3229.6
422.47,12930,38579,38543,3507.2
469.65,10727,36011,35175,3273.8
469.64,8927.1,28697,31035,2608.8
469.64,8927.1,28697,31035,2608.8
458.54,10073,33181,34959,3016.5
357.24,9067.6,28319,29219,2574.5
357.24,9067.6,28319,29219,2574.5
454.2,10322,34674,35105,3152.2
454.2,10322,34674,35105,3152.2
466.03,10183,33917,35110,3083.4
466.03,10183,33917,35110,3083.4
466.03,10183,33917,35110,3083.4
466.03,10183,33917,35110,3083.4
466.03,10183,33917,35110,3083.4
433.45,8814.4,28376,30382,2579.6
181.05,10398,27085,30757,2462.3
94.268,9133.5,18461,10209,1678.3
142.63,9891.1,23586,29048,2144.1
86.18,8274.2,16605,9394.3,1509.5
86.252,8289.9,16671,9408.1,1515.6
79.798,8332.9,19924,9013.4,1811.3
79.798,8204.9,18715,8948.6,1701.4
64.96,7346.9,16065,7988.8,1460.5
64.945,7343.3,16047,7986.1,1458.8
64.945,7343.3,16047,7986.1,1458.8
89.094,7954.1,14901,23633,1354.6
1044.4,10768,38644,38821,3513.1
1328,10212,35395,38011,3217.7
1328,10212,35395,38011,3217.7
1327.7,10194,35044,37955,3185.8
1327.7,10194,35044,37955,3185.8
476.13,8905.6,29118,31113,2647.1
476.13,8905.6,29118,31113,2647.1
5016.9,7961.9,30251,34185,2750.1
4684.4,7954.1,29971,34143,2724.7
310.89,8454.6,24152,28431,2195.6
310.89,8454.6,24152,28431,2195.6
310.89,8454.6,24152,28431,2195.6
310.89,8454.6,24152,28431,2195.6
310.89,8454.6,24152,28431,2195.6
310.52,8455,24139,28432,2194.4
310.52,8455,24139,28432,2194.4
310.52,8455,24139,28432,2194.4
310.52,8455,24139,28432,2194.4
310.52,8455,24139,28432,2194.4
2520.3,8631.5,31253,35307,2841.2
2516.6,8591.3,30723,35188,2793
2421.7,8463.2,30551,34745,2777.4
702.31,8122,27602,30684,2509.3
702.21,8122.2,27600,30684,2509.1
701.79,8047.9,26578,30461,2416.2
1216.8,10429,37591,38587,3417.4
28.937,5043.5,13247,15298,1204.3
28.943,5033.4,13124,15261,1193.1
45.968,3668.2,11195,11964,1017.7
45.958,3667.5,11192,11961,1017.5
45.958,3666.4,11220,11959,1020
2815.9,2062.7,12449,10312,1131.8
1198.5,8021.1,48275,36159,4388.7
1198.4,8037.4,48675,36227,4425
1198.4,8037.4,48675,36227,4425
1002.6,7569.8,44039,34182,4003.6
1002.6,7569.8,44039,34182,4003.6
1090,7345,42129,33180,3829.9
1090,7345,42129,33180,3829.9
1090,7339.4,41989,33159,3817.2
1090,7339.4,41989,33159,3817.2
1086,7351.8,42283,33210,3843.9
950.84,8291,52099,36939,4736.3
7140.8,3752.5,31948,20566,2904.4
5359.2,5362.2,60308,27825,5482.6
5367.9,5358.3,60170,27803,5470
4860.2,5077.6,49695,27549,4517.8
5087.8,6350.3,66556,33925,6050.6
464.66,7560.2,23414,28541,2128.5
464.66,7560.2,23414,28541,2128.5
