1001,0,-79.932,-1.684,-2.4728,-44.98,0,0,0,0,0,0,0,0,-1.1369e-13,0
1003,0,-285.87,-5.3859,-9.6952,-163.49,0,0,0,0,0,0,0,0,0,0
1005,0,-55.444,-1.1819,-2.0903,-34.455,0,0,0,0,0,0,0,0,0,0
1007,0,-32.773,-0.65416,-1.0213,-19.137,0,0,0,0,0,0,0,0,0,0
1009,0,-84.526,-1.7721,-2.4964,-46.852,0,0,0,0,0,0,0,0,0,0
1011,0,-20.964,-0.40622,-0.65333,-12.376,0,0,0,0,0,0,0,0,0,0
1013,0,-89.829,-1.8527,-2.6323,-49.658,0,0,0,0,0,0,0,0,0,0
1015,0,-334.71,-7.8593,-11.883,-200.94,0,0,0,0,0,0,-2.8422e-14,1.7764e-15,1.3323e-15,0
1017,0,-56.567,-1.2525,-1.8757,-32.854,0,0,0,0,0,0,0,0,0,0
1019,0,-40.62,-0.86692,-1.5376,-23.152,0,0,0,0,0,0,0,0,0,0
1021,0,-102.57,-2.1523,-2.941,-55.5,0,0,0,0,0,0,-7.1054e-15,3.3307e-16,0,0
1023,0,-25.624,-0.49106,-0.92402,-15.249,0,0,0,0,0,0,-1.1369e-13,0,0,0
1025,0,-42.559,-0.83918,-1.5328,-25.803,0,0,0,0,0,0,0,0,0,0
1027,0,-23.294,-0.48526,-0.71752,-13.334,0,0,0,0,0,0,0,0,0,0
1029,0,-67.394,-1.4393,-1.7542,-34.154,0,0,0,0,0,0,0,0,0,0
1031,0,-66.085,-1.3628,-2.3774,-40.592,0,0,0,0,0,0,0,0,0,0
1033,0,-90.285,-2.1602,-3.3391,-54.002,0,0,0,0,0,0,0,0,0,0
1035,0,-68.005,-1.3162,-1.8091,-36.225,0,0,0,0,0,0,0,0,0,0
1037,0,-28.976,-0.5852,-0.94352,-16.808,0,0,0,0,0,0,0,0,0,0
1039,0,-64.026,-1.3114,-2.2877,-39.588,0,0,0,0,0,0,0,0,0,0
1041,0,-26.185,-0.50386,-0.81427,-15.512,0,0,0,0,0,0,0,0,0,0
1043,0,-148.63,-3.3058,-4.5089,-80.637,0,0,0,0,0,0,0,0,0,0
1045,0,-148.51,-3.2502,-5.5351,-93.7,0,0,0,0,0,0,0,0,0,0
1047,0,-55.061,-1.1356,-1.9075,-33.546,0,0,0,0,0,0,1.1369e-13,8.8818e-16,0,-1.3323e-15
1049,0,-122.24,-2.8775,-3.9705,-67.529,0,0,0,0,0,0,0,0,0,0
1051,0,-86.125,-1.7632,-2.9431,-50.338,0,0,0,0,0,0,0,0,0,0
1053,0,-88.378,-1.7605,-2.7059,-50.339,0,0,0,0,0,0,0,0,6.2528e-13,-1.1546e-14
1055,0,-171.14,-4.2659,-6.2685,-103.44,0,0,0,0,0,0,0,0,0,0
1057,0,-30.485,-0.63816,-0.96308,-17.75,0,0,0,0,0,0,0,0,0,0
1059,0,-61.819,-1.3848,-2.0336,-35.853,0,0,0,0,0,0,0,0,0,0
1061,0,-36.194,-0.67819,-1.1871,-21.625,0,0,0,0,0,0,0,0,0,0
1063,0,-57.217,-1.1504,-1.5491,-30.036,0,0,0,0,0,0,0,0,0,0
1065,0,-27.509,-0.54206,-0.90206,-16.258,0,0,0,0,0,0,0,0,0,0
1067,0,-36.676,-0.6903,-1.1576,-21.93,0,0,0,0,0,0,0,0,0,0
1069,0,-153.82,-3.2908,-5.7794,-97.489,0,0,0,0,0,0,0,0,0,0
1071,0,-107.21,-2.5595,-3.8459,-62.325,0,0,0,0,0,0,0,0,0,0
1073,0,-1146.7,-29.224,-41.708,-721.91,0,0,0,0,0,0,0,0,0,0
1075,0,-28.239,-0.58164,-0.8693,-16.32,0,0,0,0,0,0,0,0,0,0
1077,0,-120.47,-2.9296,-4.5604,-72.201,0,0,0,0,0,0,0,0,0,0
1079,0,-57.159,-1.2391,-1.8399,-32.496,0,0,0,0,0,0,1.1369e-13,0,0,0
1081,0,-153.46,-3.6097,-5.6768,-95.883,0,0,0,0,0,0,0,0,0,0
1083,0,-138.75,-3.334,-4.4768,-76.99,0,0,0,0,0,0,0,0,0,0
1085,0,-56.878,-1.1131,-1.5398,-30.414,0,0,0,0,0,0,0,0,0,0
1087,0,-84.483,-1.7171,-2.3648,-45.138,0,0,0,0,0,0,0,0,0,0
1089,0,-396.07,-10.184,-14.596,-239.35,0,0,0,0,0,0,0,0,0,0
1091,0,-40.042,-0.8128,-1.4186,-24.256,0,0,0,0,0,0,0,0,-2.0428e-14,-1.3323e-15
1093,0,-75.829,-1.6835,-2.5145,-44.428,0,0,0,0,0,0,0,0,0,0
1095,0,-101.12,-2.4725,-4.1369,-60.324,0,0,0,0,0,0,0,0,0,0
1097,0,-512.71,-11.287,-19.57,-329.8,0,0,0,0,0,0,0,0,0,0
1099,0,-33.866,-0.6808,-1.1598,-20.563,0,0,0,0,0,0,0,0,0,-8.8818e-16
1101,0,-381.03,-8.764,-13.798,-236.38,0,0,0,0,0,0,0,0,0,0
1103,0,-178.99,-4.4884,-6.4317,-105.33,0,0,0,0,0,0,-1.1369e-13,0,0,0
1105,0,-21.132,-0.414,-0.67181,-12.518,0,0,0,0,0,0,0,0,0,0
1107,0,-36.816,-0.74398,-1.1656,-21.547,0,0,0,0,0,0,0,0,0,0
1109,0,-57.948,-1.2151,-1.9892,-35.285,0,0,0,0,0,0,0,0,0,0
1111,0,-28.553,-0.63806,-0.97433,-16.785,0,0,0,0,0,0,0,0,0,0
1113,0,-91.064,-2.0317,-3.3772,-57.067,0,0,0,0,0,0,-1.1369e-13,0,0,0
1115,0,-175.52,-3.8095,-5.0407,-93.253,0,0,0,0,0,0,0,0,0,0
1117,0,-215.71,-5.0601,-8.3473,-129.8,0,0,0,0,0,0,0,0,0,0
1119,0,-62.323,-1.2424,-1.728,-33.677,0,0,0,0,0,0,0,0,0,0
1121,0,-120.08,-2.6802,-3.9663,-68.297,0,0,0,0,0,0,0,0,0,0
1123,0,-66.044,-1.4434,-2.4865,-39.794,0,0,0,0,0,0,0,0,0,0
1125,0,-348.78,-7.7572,-11.639,-204.48,0,0,0,0,0,0,0,0,0,0
1127,0,-111.04,-2.4539,-3.7798,-66.177,0,0,0,0,0,0,0,0,0,0
1129,0,-32.472,-0.60839,-1.0405,-19.453,0,0,0,0,0,0,0,0,-1.819e-12,0
1131,0,-22.246,-0.42602,-0.77014,-13.248,0,0,0,0,0,0,0,0,0,0
1133,0,-34.172,-0.72819,-1.1711,-19.538,0,0,0,0,0,0,0,0,0,0
4001,0,-254.55,-6.614,-6.7799,-130.7,0,0,0,0,0,0,0,0,0,0
4003,0,-383.31,-7.7279,-10.969,-212.02,0,0,0,0,0,0,0,0,0,0
4005,0,-439.09,-12.367,-12.563,-231.74,0,0,0,0,0,0,0,0,0,0
4007,0,-103.12,-2.2225,-3.7755,-63.048,0,0,0,0,0,0,0,0,0,0
4009,0,-78.774,-1.5578,-2.456,-48.593,0,0,0,0,0,0,0,0,0,0
4011,0,-10.542,-0.22231,-0.32216,-6.2014,0,0,0,0,0,0,0,0,0,0
4012,0,-143.75,-2.3758,-3.5667,-79.271,0,0,0,0,0,0,0,0,0,0
4013,0,-2436.2,-100.37,0,-3225.3,0,0,0,0,0,0,0,0,0,0
4015,0,-547.11,-10.947,-16.951,-334.46,0,0,0,0,0,0,-5.6843e-14,0,0,0
4017,0,-343.85,-8.4915,-9.7321,-183.67,0,0,0,0,0,0,0,0,0,0
4019,0,-1693.6,-30.934,-58.416,-997.98,0,0,0,0,0,0,5.6843e-14,5.3291e-15,0,-7.1054e-15
