"FIPS","NH3","NOX","PM25","SO2","VOCA","A_NH3","A_NOX","A_PM25","A_SO2","A_VOCA","A_NH3_BEN","A_NOX_BEN","A_SO2_BEN","A_PM25_BEN","A_VOCA_BEN"
18125,52601,19341,90619,55612,4057.6,0,-25.556,-0.66414,-0.73972,-12.407,0,-494278.596,-41137.30864,-60183.70266,-50342.6432
18127,256950,39905,386030,111130,17285,0,-243.39,-8.5479,-8.8143,-120.04,0,-9712477.95,-979533.159,-3299745.837,-2074891.4
18129,94025,23371,151670,66289,6791.3,0,-85.083,-2.2509,-2.3155,-40.348,0,-1988474.793,-153492.1795,-341394.003,-274015.3724
18131,73760,24634,132190,71472,5919.2,0,-28.722,-0.88274,-0.99811,-13.179,0,-707537.748,-71336.91792,-116689.4006,-78009.1368
18133,140660,35562,229760,98676,10288,0,-115.61,-3.4385,-3.1196,-52.566,0,-4111322.82,-307829.6496,-790029.76,-540799.008
18135,158650,40235,257190,104570,11516,0,-53.617,-1.7049,-2.2328,-25.25,0,-2157279.995,-233483.896,-438483.231,-290779
18137,138960,35758,226730,99574,10152,0,-71.937,-2.0593,-2.0612,-33.962,0,-2572323.246,-205241.9288,-466905.089,-344782.224
18139,124650,35093,206390,97195,9241.2,0,-34.006,-1.0347,-1.0146,-16.322,0,-1193372.558,-98614.047,-213551.733,-150834.8664
18141,139790,33430,231500,94483,10366,0,-313.04,-11.84,-10.677,-154.44,0,-10464927.2,-1008794.991,-2740960,-1600925.04
18143,103190,29847,172870,85230,7740.4,0,-52.628,-1.5016,-1.5917,-26.257,0,-1570787.916,-135660.591,-259581.592,-203239.6828
18145,178880,41333,286510,112830,12829,0,-112.09,-3.4715,-3.1689,-52.561,0,-4633015.97,-357546.987,-994619.465,-674305.069
18147,97336,25093,158920,70071,7115.7,0,-65.978,-1.682,-1.7675,-31.261,0,-1655585.954,-123850.4925,-267303.44,-222443.8977
18149,115340,28993,194240,82990,8697.5,0,-43.806,-1.3822,-1.3564,-19.992,0,-1270067.358,-112567.636,-268478.528,-173880.42
18151,97117,29223,168640,84512,7551.2,0,-123.51,-4.2463,-3.4736,-52.28,0,-3609332.73,-293560.8832,-716096.032,-394776.736
18153,55620,19289,94681,55371,4239.5,0,-37.157,-1.03,-1.0923,-17.878,0,-716721.373,-60481.7433,-97521.43,-75793.781
18155,127160,32830,206910,93735,9264.5,0,-17.918,-0.46694,-0.52252,-8.5753,0,-588247.94,-48978.4122,-96614.5554,-79445.86685
18157,86024,25882,150650,74543,6745.7,0,-201.95,-6.8815,-6.4442,-98.79,0,-5226869.9,-480370.0006,-1036697.975,-666407.703
18159,138960,34769,225860,94952,10113,0,-30.143,-0.9235,-0.87802,-14.183,0,-1048041.967,-83369.75504,-208581.71,-143432.679
18161,121180,34029,198400,94511,8883.4,0,-17.532,-0.49992,-0.53386,-8.1406,0,-596596.428,-50455.64246,-99184.128,-72316.20604
18163,133630,26794,209520,74730,9381.4,0,-225.08,-6.6022,-7.6272,-117.03,0,-6030793.52,-569980.656,-1383292.944,-1097905.242
18165,66903,22988,122320,68153,5477.1,0,-44.686,-1.3704,-1.2771,-20.904,0,-1027241.768,-87038.1963,-167627.328,-114493.2984
18167,77534,23785,138880,70476,6218.4,0,-200.45,-6.5669,-6.6065,-102.07,0,-4767703.25,-465599.694,-912011.072,-634712.088
18169,112410,32759,189010,89469,8463.1,0,-63.094,-2.1106,-1.9837,-30.231,0,-2066896.346,-177479.6553,-398924.506,-255847.9761
18171,65319,23252,118650,68180,5312.8,0,-21.418,-0.62811,-0.6167,-10.035,0,-498011.336,-42046.606,-74525.2515,-53313.948
18173,112760,25880,180050,72438,8062,0,-127.57,-3.5332,-3.7153,-62.107,0,-3301511.6,-269128.9014,-636152.66,-500706.634
18175,133670,35169,218390,97877,9778.7,0,-47.496,-1.2813,-1.3855,-23.333,0,-1670386.824,-135608.5835,-279823.107,-228166.4071
18177,126560,34728,208040,95031,9315.2,0,-154.29,-5.1738,-4.7023,-74.195,0,-5358183.12,-446864.2713,-1076357.352,-691141.264
18179,124420,34564,206440,92620,9243.6,0,-44.639,-1.4846,-1.379,-21.197,0,-1542902.396,-127722.98,-306480.824,-195936.5892
18181,73511,24789,131430,71212,5884.8,0,-69.514,-2.2167,-1.9526,-31.196,0,-1723182.546,-139048.5512,-291340.881,-183582.2208
18183,110790,31528,185400,87034,8301.5,0,-71.627,-2.3053,-2.1647,-32.78,0,-2258256.056,-188402.4998,-427402.62,-272123.17
19001,26955,15228,56993,18202,2551.9,0,-39.703,-1.1143,-0.96528,-15.353,0,-604597.284,-17570.02656,-63507.2999,-39179.3207
19003,23335,14805,51421,17955,2302.4,0,-7.9141,-0.19082,-0.28303,-3.2109,0,-117168.2505,-5081.80365,-9812.15522,-7392.77616
19005,36713,18115,74956,54205,3356.3,0,-21.095,-0.6195,-1.1704,-8.6809,0,-382135.925,-63441.532,-46435.242,-29135.70467
19007,31876,16414,66847,50349,2993.2,0,-18.209,-0.43979,-0.94876,-7.7218,0,-298882.526,-47769.11724,-29398.64213,-23112.89176
19009,24876,14778,53531,17699,2396.9,0,-11.922,-0.32999,-0.34009,-5.0091,0,-176183.316,-6019.25291,-17664.69469,-12006.31179
19011,62765,21658,115670,60953,5179.3,0,-49.801,-1.4037,-1.3633,-20.299,0,-1078590.058,-83097.2249,-162365.979,-105134.6107
19013,51471,19249,97032,54834,4344.7,0,-178.69,-5.6093,-5.3475,-81.666,0,-3439603.81,-293224.815,-544281.5976,-354814.2702
19015,30383,15353,61978,18147,2775.1,0,-35.366,-1.0185,-1.1058,-15.465,0,-542974.198,-20066.9526,-63124.593,-42916.9215
19017,59176,19742,108420,55285,4854.6,0,-39.14,-1.1124,-1.1433,-15.932,0,-772701.88,-63207.3405,-120606.408,-77343.4872
19019,38196,17780,76325,52056,3417.5,0,-45.85,-1.2736,-1.1855,-18.141,0,-815213,-61712.388,-97207.52,-61996.8675
19021,26770,14675,55857,17105,2501.1,0,-25.596,-0.75834,-0.91962,-11.155,0,-375621.3,-15730.1001,-42358.59738,-27899.7705
19023,33127,16614,66481,18901,2976.8,0,-28.588,-0.83452,-0.88649,-11.82,0,-474961.032,-16755.54749,-55479.72412,-35185.776
19025,23739,14463,51415,17234,2302.2,0,-19.263,-0.55138,-0.8064,-8.0626,0,-278600.769,-13897.4976,-28349.2027,-18561.71772
19027,25338,14752,54098,17541,2422.3,0,-30.359,-0.84616,-0.83339,-12.845,0,-447855.968,-14618.49399,-45775.56368,-31114.4435
19029,23527,14756,51635,17793,2312,0,-49.876,-1.3789,-1.2972,-19.912,0,-735970.256,-23081.0796,-71199.5015,-46036.544
19031,49312,19887,94098,57947,4213.3,0,-66.66,-1.7224,-1.5738,-25.476,0,-1325667.42,-91196.9886,-162074.3952,-107338.0308
19033,53533,25082,104660,68572,4686.1,0,-78.725,-2.5213,-2.6221,-32.116,0,-1974580.45,-179802.6412,-263879.258,-150498.7876
19035,25564,14318,53800,16736,2408.9,0,-14.829,-0.39303,-0.45093,-5.9716,0,-212321.622,-7546.76448,-21145.014,-14384.98724
19037,46618,23768,94282,67262,4221.6,0,-18.33,-0.5063,-0.63077,-7.1819,0,-435667.44,-42426.85174,-47734.9766,-30319.10904
19039,29735,15799,61630,18826,2759.6,0,-34.481,-0.85598,-0.88302,-12.884,0,-544765.319,-16623.73452,-52754.0474,-35554.6864
19041,30050,14923,60751,17156,2720.2,0,-19.601,-0.62198,-0.65743,-8.6453,0,-292505.723,-11278.86908,-37785.90698,-23516.94506
19043,42196,18305,82690,53398,3702.5,0,-33.382,-0.95868,-1.3566,-13.805,0,-611057.51,-72439.7268,-79273.2492,-51113.0125
19045,97499,27318,168120,74346,7527.6,0,-56.868,-1.5667,-1.731,-25.414,0,-1553520.024,-128692.926,-263393.604,-191306.4264
19047,24146,14523,52087,17260,2332.3,0,-23.569,-0.66333,-0.6956,-10.205,0,-342292.587,-12006.056,-34550.86971,-23801.1215
19049,77340,21218,134930,22833,6041.6,0,-118.56,-3.2675,-3.0938,-49.31,0,-2515606.08,-70640.7354,-440883.775,-297911.296
19051,36531,17289,74448,52575,3333.5,0,-16.652,-0.41681,-0.46334,-7.1695,0,-287896.428,-24360.1005,-31030.67088,-23899.52825
19053,25486,15552,55312,18742,2476.7,0,-40.895,-1.0917,-1.0944,-16.032,0,-635999.04,-20511.2448,-60384.1104,-39706.4544
19055,41070,18159,80692,53049,3613.1,0,-29.789,-0.82611,-0.85565,-12.089,0,-540938.451,-45391.37685,-66660.46812,-43678.7659
19057,51448,19700,97737,58232,4376.3,0,-44.894,-1.1244,-1.4108,-20.966,0,-884411.8,-82153.7056,-109895.4828,-91753.5058
19059,22918,13633,49187,16265,2202.4,0,-19.444,-0.69214,-1.1648,-8.3773,0,-265080.052,-18945.472,-34044.29018,-18450.16552
19061,53911,20421,101070,58288,4525.6,0,-106.25,-3.158,-3.3249,-47.653,0,-2169731.25,-193801.7712,-319179.06,-215658.4168
19063,31641,19254,68866,56793,3083.5,0,-12.469,-0.37464,-0.55652,-5.2181,0,-240078.126,-31606.44036,-25799.95824,-16090.01135
19065,38223,17770,76224,51432,3413,0,-32.391,-0.95773,-0.96745,-13.509,0,-575588.07,-49757.8884,-73002.01152,-46106.217
19067,43899,23164,89486,65270,4006.8,0,-22.672,-0.68861,-0.70729,-9.6017,0,-525174.208,-46164.8183,-61620.95446,-38472.09156
19069,35587,16606,70138,18793,3140.5,0,-40.752,-1.2528,-1.1769,-15.457,0,-676727.712,-22117.4817,-87868.8864,-48542.7085
19071,27053,15208,57159,18254,2559.3,0,-47.495,-1.2191,-1.1623,-18.925,0,-722303.96,-21216.6242,-69682.5369,-48434.7525
19073,28163,15224,58676,17963,2627.3,0,-11.144,-0.31631,-0.33177,-4.7095,0,-169656.256,-5959.58451,-18559.80556,-12373.26935
19075,28643,15963,59991,18803,2686.2,0,-25.74,-0.70715,-0.6588,-10.228,0,-410887.62,-12387.4164,-42422.63565,-27474.4536
19077,33284,15983,66873,18771,2994.3,0,-21.438,-0.58231,-0.61798,-9.0485,0,-342643.554,-11600.10258,-38940.81663,-27093.92355
19079,25890,14954,55006,17762,2462.9,0,-52.53,-1.5688,-1.4218,-20.725,0,-785533.62,-25254.0116,-86293.4128,-51043.6025
19081,30913,15728,62392,17998,2793.7,0,-16.764,-0.51426,-0.57566,-6.9089,0,-263664.192,-10360.72868,-32085.70992,-19301.39393
19083,26425,15369,56182,18176,2515.6,0,-25.785,-0.75446,-0.75649,-10.747,0,-396289.665,-13749.96224,-42387.07172,-27035.1532
19085,29828,15012,60816,17717,2723.1,0,-61.071,-1.6662,-1.591,-24.39,0,-916797.852,-28187.747,-101331.6192,-66416.409
19087,46452,18844,89745,55964,4018.4,0,-28.773,-0.72929,-0.8541,-12.871,0,-542198.412,-47798.8524,-65450.13105,-51720.8264
19089,40536,22170,84249,64258,3772.4,0,-12.198,-0.34906,-0.44299,-4.7574,0,-270429.66,-28465.65142,-29407.95594,-17946.81576
19091,23158,14398,50335,17179,2253.8,0,-13.275,-0.4263,-0.51163,-5.6859,0,-191133.45,-8789.29177,-21457.8105,-12814.88142
19093,20142,13617,45384,16430,2032.1,0,-13.524,-0.37908,-0.3864,-5.683,0,-184156.308,-6348.552,-17204.16672,-11548.4243
19095,49505,19770,94579,56803,4234.9,0,-62.231,-1.7043,-1.6066,-24.75,0,-1230306.87,-91259.6998,-161190.9897,-104813.775
19097,69897,22897,126040,64155,5643.6,0,-28.884,-0.78099,-0.91313,-12.256,0,-661356.948,-58581.85515,-98435.9796,-69167.9616
19099,75299,22200,133290,23849,5968.1,0,-93.884,-2.5558,-2.3446,-37.56,0,-2084224.8,-55916.3654,-340662.582,-224161.836
19101,36813,17508,74644,52745,3342.2,0,-19.155,-0.49207,-0.58401,-8.5874,0,-335365.74,-30803.60745,-36730.07308,-28700.80828
19103,54805,20954,103140,59520,4618,0,-186.81,-5.4594,-5.4137,-82.147,0,-3914416.74,-322223.424,-563082.516,-379354.846
19105,43179,18701,84099,54956,3765.6,0,-28.914,-0.82243,-0.86781,-12.429,0,-540720.714,-47691.36636,-69165.54057,-46802.6424
19107,40320,18321,80351,54121,3597.8,0,-20.735,-0.54012,-0.57912,-8.8573,0,-379885.935,-31342.55352,-43399.18212,-31866.79394
19109,27629,15390,57401,17714,2570.2,0,-23.411,-0.71988,-0.74213,-9.8596,0,-360295.29,-13146.09082,-41321.83188,-25341.14392
19111,45883,19060,89259,56932,3996.7,0,-43.095,-1.043,-1.2782,-19.786,0,-821390.7,-72770.4824,-93097.137,-79078.7062
19113,64429,21965,118200,61927,5292.7,0,-278.35,-8.6518,-8.2758,-127.61,0,-6113957.75,-512495.4666,-1022642.76,-675401.447
19115,49485,19712,94467,57756,4229.9,0,-22.72,-0.56688,-0.73567,-9.825,0,-447856.64,-42489.35652,-53551.45296,-41558.7675
19117,27664,15791,58691,18970,2627.9,0,-10.32,-0.27131,-0.31665,-4.4332,0,-162963.12,-6006.8505,-15923.45521,-11650.00628
19119,31859,17920,68203,21477,3053.8,0,-22.113,-0.61178,-0.70301,-8.7205,0,-396264.96,-15098.54577,-41725.23134,-26630.6629
19121,32738,15941,65997,18812,2955.1,0,-24.994,-0.647,-0.74239,-10.106,0,-398429.354,-13965.84068,-42700.059,-29864.2406
19123,32975,16888,68629,51067,3072.9,0,-28.35,-0.75639,-0.84215,-12.559,0,-478774.8,-43006.07405,-51910.28931,-38592.5511
19125,30997,16424,64013,19424,2866.3,0,-42.311,-1.1428,-1.3984,-18.862,0,-694915.864,-27162.5216,-73154.0564,-54064.1506
19127,38836,17098,75850,19731,3396.3,0,-44.466,-1.3067,-1.4075,-19.812,0,-760279.668,-27771.3825,-99113.195,-67287.4956
19129,43035,16831,81889,19530,3666.7,0,-49.635,-1.2705,-1.2106,-19.734,0,-835406.685,-23643.018,-104039.9745,-72358.6578
19131,53227,25005,104100,68053,4661.3,0,-9.0289,-0.29414,-0.36337,-3.8198,0,-225767.6445,-24728.41861,-30619.974,-17805.23374
19133,33467,15589,66843,18053,2993,0,-41.724,-1.0914,-1.0603,-15.504,0,-650435.436,-19141.5959,-72952.4502,-46403.472
19135,28578,16133,60288,19317,2699.5,0,-8.6902,-0.22778,-0.25403,-3.7378,0,-140198.9966,-4907.09751,-13732.40064,-10090.1911
19137,27838,15234,58426,18286,2616.1,0,-14.034,-0.36952,-0.47169,-6.2723,0,-213793.956,-8625.32334,-21589.57552,-16408.96403
19139,55669,20605,103900,59743,4652.3,0,-47.711,-1.2643,-1.45,-21.707,0,-983085.155,-86627.35,-131360.77,-100987.4761
19141,25723,14172,53835,16530,2410.5,0,-19.671,-0.54233,-0.63869,-7.8387,0,-278777.412,-10557.5457,-29196.33555,-18895.18635
19143,19334,13025,43470,15745,1946.4,0,-8.1291,-0.25382,-0.35798,-3.3543,0,-105881.5275,-5636.3951,-11033.5554,-6528.80952
19145,26596,15315,56668,18422,2537.4,0,-17.693,-0.46491,-0.56163,-8.1119,0,-270968.295,-10346.34786,-26345.51988,-20583.13506
19147,22796,14116,49411,16750,2212.4,0,-12.174,-0.37309,-0.50357,-5.0532,0,-171848.184,-8434.7975,-18434.74999,-11179.69968
19149,33718,15780,66999,17627,2999.9,0,-36.555,-1.0564,-1.1495,-15.715,0,-576837.9,-20262.2365,-70777.7436,-47143.4285
19151,23122,14265,50196,16989,2247.6,0,-14.751,-0.39665,-0.45821,-5.8658,0,-210423.015,-7784.52969,-19910.2434,-13183.97208
19153,74187,20853,129950,22682,5818.8,0,-593.17,-19.386,-18.23,-284.31,0,-12369374.01,-413492.86,-2519210.7,-1654343.028
19155,68923,21553,122950,23069,5505.1,0,-239.85,-6.5881,-6.1539,-100.47,0,-5169487.05,-141964.3191,-810006.895,-553097.397
19157,34230,17271,70603,51681,3161.3,0,-60.709,-1.6336,-1.4388,-23.518,0,-1048505.139,-74358.6228,-115337.0608,-74347.4534
19159,24467,15240,53490,18407,2395.1,0,-5.7004,-0.14234,-0.17521,-2.4026,0,-86874.096,-3225.09047,-7613.7666,-5754.46726
19161,22979,14193,50021,16915,2239.7,0,-19.934,-0.56221,-0.60115,-8.3746,0,-282923.262,-10168.45225,-28122.30641,-18756.59162
19163,113640,27553,191520,74830,8575.7,0,-242.67,-7.3565,-7.3808,-114.21,0,-6686286.51,-552305.264,-1408916.88,-979430.697
19165,24908,14819,53538,17654,2397.2,0,-19.105,-0.51066,-0.53304,-8.0904,0,-283116.995,-9410.28816,-27339.71508,-19394.30688
19167,24603,14072,52097,16263,2332.7,0,-44.728,-1.3291,-1.3516,-19.214,0,-629412.416,-21981.0708,-69242.1227,-44820.4978
19169,40927,16965,78662,19489,3522.2,0,-86.779,-2.3982,-2.3372,-34.078,0,-1472205.735,-45549.6908,-188647.2084,-120029.5316
19171,46471,19049,89808,55121,4021.3,0,-28.784,-0.84405,-0.95747,-12.228,0,-548306.416,-52776.70387,-75802.4424,-49172.4564
19173,22988,14984,51090,18180,2287.6,0,-7.2086,-0.17771,-0.23748,-3.0526,0,-108013.6624,-4317.3864,-9079.2039,-6983.12776
19175,25903,15269,55530,18339,2486.4,0,-14.707,-0.4033,-0.51127,-6.5486,0,-224561.183,-9376.18053,-22395.249,-16282.43904
19177,35165,17476,72346,52931,3239.4,0,-8.73,-0.20394,-0.29755,-3.7253,0,-152565.48,-15749.61905,-14754.24324,-12067.73682
19179,37536,17294,75834,52382,3395.6,0,-38.309,-1.0184,-1.1511,-17.493,0,-662515.846,-60296.9202,-77229.3456,-59399.2308
19181,80781,21719,140340,23493,6284.1,0,-92.915,-2.4499,-2.3499,-38.029,0,-2018020.885,-55206.2007,-343818.966,-238978.0389
19183,50102,19968,95547,57416,4278.2,0,-35.004,-0.86744,-0.9587,-14.863,0,-698959.872,-55044.7192,-82881.28968,-63586.8866
19185,25339,15681,55228,18942,2472.9,0,-12.278,-0.28932,-0.34903,-4.9916,0,-192531.318,-6611.32626,-15978.56496,-12343.72764
19187,30253,15579,61846,18162,2769.2,0,-44.702,-1.3357,-1.5307,-19.815,0,-696412.458,-27800.5734,-82607.7022,-54871.698
19189,34396,19950,73315,58706,3282.8,0,-8.6608,-0.28605,-0.3452,-3.6784,0,-172782.96,-20265.3112,-20971.75575,-12075.45152
19191,43025,22957,89011,67065,3985.6,0,-31.503,-0.94563,-0.95781,-13.166,0,-723214.371,-64235.52765,-84171.47193,-52474.4096
19193,32219,15612,64829,17789,2902.8,0,-141.95,-4.4131,-4.2167,-64.621,0,-2216123.4,-75010.8763,-286096.8599,-187581.8388
19195,36579,20732,77067,60612,3450.7,0,-30.885,-0.99282,-0.86547,-11.609,0,-640307.82,-52457.86764,-76513.65894,-40059.1763
19197,25190,14867,53722,17577,2405.4,0,-22.201,-0.67134,-0.67568,-8.9287,0,-330062.267,-11876.42736,-36065.72748,-21477.09498
20001,29149,13492,58016,15668,2597.7,0,-20.723,-0.51287,-0.65545,-10.441,0,-279594.716,-10269.5906,-29754.66592,-27122.5857
20003,43112,15879,80061,17878,3584.8,0,-10.879,-0.26525,-0.3365,-5.3512,0,-172747.641,-6015.947,-21236.18025,-19182.98176
20005,40638,14926,75220,16837,3368.1,0,-20.952,-0.58035,-0.68438,-10.58,0,-312729.552,-11522.90606,-43653.927,-35634.498
20007,16479,12598,38566,39965,1726.9,0,-6.4813,-0.14794,-0.20266,-3.2702,0,-81651.4174,-8099.3069,-5705.45404,-5647.30838
20009,15429,11898,36377,37741,1628.8,0,-33.188,-0.90176,-1.1378,-16.982,0,-394870.824,-42941.7098,-32803.32352,-27660.2816
20011,34836,16019,67349,48248,3015.6,0,-21.337,-0.52888,-0.67955,-10.831,0,-341797.403,-32786.9284,-35619.53912,-32661.9636
20013,29479,13474,58337,15519,2612.1,0,-15.944,-0.42558,-0.50283,-7.7031,0,-214829.456,-7803.41877,-24827.06046,-20121.26751
20015,74117,23215,132200,24589,5919.2,0,-132.54,-3.3306,-3.931,-64.383,0,-3076916.1,-96659.359,-440305.32,-381095.8536
20017,26290,12952,53415,15135,2391.7,0,-24.434,-0.57768,-0.59614,-10.237,0,-316469.168,-9022.5789,-30856.7772,-24483.8329
20019,24007,14314,50457,44144,2259.3,0,-8.5408,-0.19215,-0.25503,-4.2807,0,-122253.0112,-11258.04432,-9695.31255,-9671.38551
20021,37050,16176,71186,48952,3187.4,0,-26.121,-0.58606,-0.791,-13.201,0,-422533.296,-38721.032,-41719.26716,-42076.8674
20023,11707,11670,31233,15951,1398.5,0,-3.8362,-0.10665,-0.12537,-1.8487,0,-44768.454,-1999.77687,-3330.99945,-2585.40695
20025,11618,11228,30312,36210,1357.3,0,-4.7174,-0.10978,-0.14533,-2.3878,0,-52966.9672,-5262.3993,-3327.65136,-3240.96094
20027,18953,11120,41034,13294,1837.4,0,-10.224,-0.26436,-0.34014,-5.0413,0,-113690.88,-4521.82116,-10847.74824,-9262.88462
20029,19301,10964,41372,13070,1852.5,0,-11.198,-0.3095,-0.37907,-5.6669,0,-122774.872,-4954.4449,-12804.634,-10497.93225
20031,28452,13832,57346,16080,2567.7,0,-25.669,-0.61271,-0.7179,-11.449,0,-355053.608,-11543.832,-35136.46766,-29397.5973
20033,13074,11820,32963,37865,1476,0,-2.5563,-0.058892,-0.081709,-1.2904,0,-30215.466,-3093.911285,-1941.256996,-1904.6304
20035,27263,13396,55342,15604,2478,0,-41.034,-1.017,-1.3655,-21.436,0,-549691.464,-21307.262,-56282.814,-53118.408
20037,33936,15891,66291,48097,2968.3,0,-48.406,-1.1964,-1.594,-25.042,0,-769219.746,-76666.618,-79310.5524,-74332.1686
20039,14924,12870,37102,17196,1661.3,0,-6.7049,-0.18017,-0.20774,-3.2323,0,-86292.063,-3572.29704,-6684.66734,-5369.81999
20041,30624,13526,60235,15435,2697.1,0,-54.025,-1.3426,-1.4998,-25.071,0,-730742.15,-23149.413,-80871.511,-67618.9941
20043,56110,16571,99218,18241,4442.6,0,-19.828,-0.54818,-0.62343,-9.8673,0,-328569.788,-11371.98663,-54389.32324,-43836.46698
20045,66581,18657,115260,20148,5161.1,0,-130.32,-3.8156,-4.5746,-68.223,0,-2431380.24,-92169.0408,-439786.056,-352105.7253
20047,13147,11427,32659,36565,1462.3,0,-7.0096,-0.17018,-0.21101,-3.4521,0,-80098.6992,-7715.58065,-5557.90862,-5048.00583
20049,23102,12719,48665,15016,2179,0,-4.1137,-0.09508,-0.12811,-2.0385,0,-52322.1503,-1923.69976,-4627.0682,-4441.8915
20051,13744,11134,33222,35550,1487.6,0,-54.069,-1.47,-1.5696,-25.137,0,-602004.246,-55799.28,-48836.34,-37393.8012
20053,16639,12236,38319,38582,1715.8,0,-29.622,-0.71937,-0.73044,-12.511,0,-362454.792,-28181.83608,-27565.53903,-21466.3738
20055,11391,10418,29139,33615,1304.7,0,-36.574,-1.0553,-1.4311,-19.325,0,-381027.932,-48106.4265,-30750.3867,-25213.3275
20057,12387,11077,31250,35616,1399.3,0,-33.904,-0.95041,-1.202,-17.942,0,-375554.608,-42810.432,-29700.3125,-25106.2406
20059,70653,20382,123010,21904,5508.1,0,-68.745,-1.7155,-1.892,-31.65,0,-1401160.59,-41442.368,-211023.655,-174331.365
20061,35317,13349,66665,15275,2985,0,-44.575,-1.2083,-1.3695,-21.205,0,-595031.675,-20919.1125,-80551.3195,-63296.925
20063,9369.9,9943.5,25648,32177,1148.4,0,-40.072,-1.0108,-0.91657,-16.283,0,-398455.932,-29492.47289,-25924.9984,-18699.3972
20065,10521,10303,27646,33119,1237.9,0,-3.5584,-0.093245,-0.11202,-1.7284,0,-36662.1952,-3709.99038,-2577.85127,-2139.58636
20067,9619.2,9947.1,26107,32400,1169,0,-6.0666,-0.17652,-0.23119,-3.2455,0,-60345.07686,-7490.556,-4608.40764,-3793.9895
20069,11935,10667,30204,34411,1352.4,0,-12.742,-0.31457,-0.38443,-6.3041,0,-135918.914,-13228.62073,-9501.27228,-8525.66484
20071,8036.8,9263.9,23048,30266,1032,0,-1.7712,-0.047245,-0.072712,-0.85927,0,-16408.21968,-2200.701392,-1088.90276,-886.76664
20073,28944,13664,58030,15844,2598.3,0,-10.246,-0.24554,-0.33442,-5.0814,0,-140001.344,-5298.55048,-14248.6862,-13203.00162
20075,8426.5,9456.4,23839,30878,1067.4,0,-5.9581,-0.15343,-0.18403,-2.937,0,-56342.17684,-5682.47834,-3657.61777,-3134.9538
20077,20629,13496,45296,42440,2028.2,0,-7.8786,-0.18009,-0.25169,-3.9672,0,-106329.5856,-10681.7236,-8157.35664,-8046.27504
20079,40808,13985,74871,15818,3352.4,0,-56.824,-1.48,-1.7209,-27.814,0,-794683.64,-27221.1962,-110809.08,-93243.6536
20081,10085,10260,27113,33322,1214,0,-9.1079,-0.22531,-0.2779,-4.5064,0,-93447.054,-9260.1838,-6108.83003,-5470.7696
20083,12305,10871,30907,34955,1383.9,0,-2.6774,-0.066196,-0.083903,-1.3246,0,-29106.0154,-2932.829365,-2045.919772,-1833.11394
20085,31026,13517,60529,15580,2710.2,0,-22.973,-0.59423,-0.67453,-11.175,0,-310526.041,-10509.1774,-35968.14767,-30286.485
20087,60616,17820,105330,19379,4716.4,0,-41.69,-1.0511,-1.3037,-20.272,0,-742915.8,-25264.4023,-110712.363,-95610.8608
20089,15218,10008,34539,12186,1546.5,0,-7.235,-0.18983,-0.22861,-3.5016,0,-72407.88,-2785.84146,-6556.53837,-5415.2244
20091,215190,36149,334660,35428,14985,0,-772.35,-25.716,-27.205,-437.54,0,-27919680.15,-963818.74,-8606116.56,-6556536.9
20093,8960.9,9702.9,24863,31608,1113.3,0,-9.3767,-0.23648,-0.28004,-4.627,0,-90981.18243,-8851.50432,-5879.60224,-5151.2391
20095,23560,13371,49485,41972,2215.7,0,-11.53,-0.27233,-0.38072,-5.7811,0,-154167.63,-15979.57984,-13476.25005,-12809.18327
20097,12739,11538,32171,36957,1440.5,0,-6.6544,-0.15877,-0.19902,-3.2914,0,-76778.4672,-7355.18214,-5107.78967,-4741.2617
20099,35798,15924,69004,48340,3089.7,0,-32.21,-0.75783,-1.0233,-16.572,0,-512912.04,-49466.322,-52293.30132,-51202.5084
20101,9970.7,10141,26733,32778,1197,0,-2.3784,-0.060835,-0.081205,-1.1689,0,-24119.3544,-2661.73749,-1626.302055,-1399.1733
20103,117240,23857,186980,24449,8372.5,0,-100.88,-2.6938,-3.1625,-49.954,0,-2406694.16,-77319.9625,-503686.724,-418239.865
20105,15299,12004,36188,37897,1620.4,0,-11.015,-0.26781,-0.28543,-4.7783,0,-132224.06,-10816.94071,-9691.50828,-7742.75732
20107,43409,16330,81089,18350,3630.8,0,-21.977,-0.52401,-0.65105,-10.787,0,-358884.41,-11946.7675,-42491.44689,-39165.4396
20109,8967.8,9491.5,24603,30873,1101.6,0,-6.6971,-0.17668,-0.21566,-3.1903,0,-63565.52465,-6658.07118,-4346.85804,-3514.43448
20111,29757,13609,58978,15755,2640.8,0,-84.539,-2.1727,-2.3839,-38.768,0,-1150491.251,-37558.3445,-128141.5006,-102378.5344
20113,42207,15323,78378,16887,3509.5,0,-69.711,-1.7365,-1.9355,-32.112,0,-1068181.653,-32684.7885,-136103.397,-112697.064
20115,32461,13934,63107,15826,2825.7,0,-22.269,-0.54458,-0.68424,-10.982,0,-310296.246,-10828.78224,-34366.81006,-31031.8374
20117,22164,11916,46529,14048,2083.4,0,-16.912,-0.45211,-0.51257,-8.1575,0,-201523.392,-7200.58336,-21036.22619,-16995.3355
20119,11818,10874,30253,35131,1354.6,0,-9.9288,-0.23733,-0.29948,-4.9946,0,-107965.7712,-10521.03188,-7179.94449,-6765.68516
20121,161090,31243,258470,31535,11573,0,-47.661,-1.2041,-1.4722,-23.368,0,-1489072.623,-46425.827,-311223.727,-270437.864
