1033,12.104921894,261.96161948,217.439813736,155.793416186,813.67373156,117.363007988,0
1033,12.104921894,261.96161948,217.439813736,155.793416186,813.67373156,117.363007988,0
1033,12.104921894,261.96161948,217.439813736,155.793416186,813.67373156,117.363007988,0
1033,12.104921894,261.96161948,217.439813736,155.793416186,813.67373156,117.363007988,0
1033,12.104921894,261.96161948,217.439813736,155.793416186,813.67373156,117.363007988,0
1063,62.077335605,3266.67875968,508.301917745,457.689505125,2089.51081545,746.06518746,0
1063,62.077335605,3266.67875968,508.301917745,457.689505125,2089.51081545,746.06518746,0
1071,21.11390362305,451.614023605717,363.3312452275,274.648706206667,2764.5094209279,207.120197761,0
1071,21.11390362305,451.614023605717,363.3312452275,274.648706206667,2764.5094209279,207.120197761,0
1071,21.11390362305,451.614023605717,363.3312452275,274.648706206667,2764.5094209279,207.120197761,0
1071,21.11390362305,451.614023605717,363.3312452275,274.648706206667,2764.5094209279,207.120197761,0
1071,21.11390362305,451.614023605717,363.3312452275,274.648706206667,2764.5094209279,207.120197761,0
1071,21.11390362305,451.614023605717,363.3312452275,274.648706206667,2764.5094209279,207.120197761,0
1073,82.0980331825,1767.263074375,1163.810336325,977.3211226325,5208.950934375,898.637908115,0
1073,82.0980331825,1767.263074375,1163.810336325,977.3211226325,5208.950934375,898.637908115,0
1073,82.0980331825,1767.263074375,1163.810336325,977.3211226325,5208.950934375,898.637908115,0
1073,82.0980331825,1767.263074375,1163.810336325,977.3211226325,5208.950934375,898.637908115,0
1097,96.51751718566,898.894471121016,546.079743225874,433.047678664842,1325.15772702953,705.606698621748,0
1097,96.51751718566,898.894471121016,546.079743225874,433.047678664842,1325.15772702953,705.606698621748,0
1097,96.51751718566,898.894471121016,546.079743225874,433.047678664842,1325.15772702953,705.606698621748,0
1097,96.51751718566,898.894471121016,546.079743225874,433.047678664842,1325.15772702953,705.606698621748,0
1097,96.51751718566,898.894471121016,546.079743225874,433.047678664842,1325.15772702953,705.606698621748,0
1117,28.002952058,2510.31059996192,464.791451513266,356.939929450246,2619.9586719518,245.62235735339,0
1117,28.002952058,2510.31059996192,464.791451513266,356.939929450246,2619.9586719518,245.62235735339,0
1117,28.002952058,2510.31059996192,464.791451513266,356.939929450246,2619.9586719518,245.62235735339,0
